Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
67,1614075886529,23/02/2021 10:24:46,1614075886389,0,23/02/2021 10:24:46,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,2,option2,choice,response_button_text,1542.9999999999854,,,£552,1,1,0,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
68,1614075887984,23/02/2021 10:24:47,1614075887720,0,23/02/2021 10:24:47,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,14,grey2,Zone1,continue_button,1322,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
69,1614075888359,23/02/2021 10:24:48,1614075888206,0,23/02/2021 10:24:48,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,15,grey3,Zone1,continue_button,477.00000000001455,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
70,1614075888669,23/02/2021 10:24:48,1614075888539,0,23/02/2021 10:24:48,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,16,grey4,Zone1,continue_button,323.99999999998545,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
71,1614075888999,23/02/2021 10:24:48,1614075888871,0,23/02/2021 10:24:48,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,17,grey5,Zone1,continue_button,323,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
72,1614075889343,23/02/2021 10:24:49,1614075889204,0,23/02/2021 10:24:49,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,18,grey6,Zone1,continue_button,323,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
73,1614075889718,23/02/2021 10:24:49,1614075889567,0,23/02/2021 10:24:49,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,19,grey7,Zone1,continue_button,354,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
74,1614075889937,23/02/2021 10:24:49,1614075889858,0,23/02/2021 10:24:49,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,20,grey8,Zone1,continue_button,282,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
75,1614075890265,23/02/2021 10:24:50,1614075890149,0,23/02/2021 10:24:50,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,21,grey9,Zone1,continue_button,282,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
76,1614075890719,23/02/2021 10:24:50,1614075890473,0,23/02/2021 10:24:50,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,22,grey10,Zone1,continue_button,315,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
77,1614075891208,23/02/2021 10:24:51,1614075891055,0,23/02/2021 10:24:51,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,23,grey11,Zone1,continue_button,573,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
78,1614075893709,23/02/2021 10:24:53,1614075893568,0,23/02/2021 10:24:53,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,rating19,response_slider_firstInteraction,2517,,,95,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
79,1614075895002,23/02/2021 10:24:55,1614075894716,0,23/02/2021 10:24:54,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,rating19,response_slider_endValue,3603,,,95,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
80,1614075895347,23/02/2021 10:24:55,1614075894718,0,23/02/2021 10:24:54,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,3,5,24,congratulations,Zone4,continue_button,3603,,,,,0,1,0,,,,,1,sequence,,,<h1>£746.99</h1>,<h1>£552</h1>,<h1>£1155.99</h1>,<h1>£673.99</h1>,<h1>£600</h1>,<h1>£843</h1>,<h1>£744</h1>,<h1>£631.92</h1>,<h1>£725.99</h1>,<h1>£576</h1>,<h1>£1155</h1>,<h1>£845.99</h1>,£746.99,£552,"£1,155.99",£673.99,£600,£843,£744,£631.92,£725.99,£576,"£1,155",£845.99,,,,,
81,1614075896042,23/02/2021 10:24:56,1614075895901,0,23/02/2021 10:24:55,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,10,5,1,next sequence?,advancementZone,continue_button,1173.9999999999854,,,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1614075897724,23/02/2021 10:24:57,1614075897564,0,23/02/2021 10:24:57,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,1,option1,Zone1,response_button_text,1607.9999999999854,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
83,1614075898652,23/02/2021 10:24:58,1614075898473,0,23/02/2021 10:24:58,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,2,option2,Zone1,response_button_text,896,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
84,1614075900151,23/02/2021 10:25:00,1614075899943,0,23/02/2021 10:24:59,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,3,option3,Zone1,response_button_text,1456,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
85,1614075901503,23/02/2021 10:25:01,1614075901357,0,23/02/2021 10:25:01,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,4,option4,Zone1,response_button_text,1397.0000000000146,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
86,1614075902316,23/02/2021 10:25:02,1614075902182,0,23/02/2021 10:25:02,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,5,option5,Zone1,response_button_text,809,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
87,1614075905484,23/02/2021 10:25:05,1614075905280,0,23/02/2021 10:25:05,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,6,option6,Zone9,response_button_text,3083.9999999999854,,,£745.75,1,1,0,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
88,1614075906724,23/02/2021 10:25:06,1614075906581,0,23/02/2021 10:25:06,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,18,grey6,Zone1,continue_button,1291.0000000000146,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
89,1614075907193,23/02/2021 10:25:07,1614075907010,0,23/02/2021 10:25:07,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,19,grey7,Zone1,continue_button,419.99999999998545,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
90,1614075907650,23/02/2021 10:25:07,1614075907496,0,23/02/2021 10:25:07,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,20,grey8,Zone1,continue_button,476,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
91,1614075908141,23/02/2021 10:25:08,1614075907964,0,23/02/2021 10:25:07,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,21,grey9,Zone1,continue_button,459,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
92,1614075908577,23/02/2021 10:25:08,1614075908428,0,23/02/2021 10:25:08,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,22,grey10,Zone1,continue_button,453.99999999998545,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
93,1614075909156,23/02/2021 10:25:09,1614075908981,0,23/02/2021 10:25:08,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,23,grey11,Zone1,continue_button,544,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
94,1614075910798,23/02/2021 10:25:10,1614075910675,0,23/02/2021 10:25:10,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,24,congratulations,rating19,response_slider_firstInteraction,1696,,,76,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
95,1614075911969,23/02/2021 10:25:11,1614075911709,0,23/02/2021 10:25:11,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,24,congratulations,rating19,response_slider_endValue,2670,,,76,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
96,1614075912313,23/02/2021 10:25:12,1614075911711,0,23/02/2021 10:25:11,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,6,24,congratulations,Zone4,continue_button,2670,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
97,1614075912970,23/02/2021 10:25:12,1614075912844,0,23/02/2021 10:25:12,27661,5,task-hlnk,,10283746,578cfbf9c9abeb0001af3216,3128820,,complete,,6034d3cc7cd192f3447dc94e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1315x753,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,12,6,1,next sequence?,advancementZone,continue_button,1125,,,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
