Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TakeOption,PercentTaken,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10,RecentAnswer,Feedback_1,Feedback_2,Feedback_3,Feedback_4,Feedback_5,Feedback_6,Feedback_7,Feedback_8,Feedback_9,Feedback_10,Feedback_11,Feedback_12,Option11,Option12,,5_star,3_star,1_star
3,1570441048669,07/10/2019 09:37:28,1570441047681,1,07/10/2019 10:37:27,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,1,C1,Zone3,timelimit_screen,3999.4569999999994,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
4,1570441052309,07/10/2019 09:37:32,1570441051327,1,07/10/2019 10:37:31,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,2,D1,Zone3,response_button_text,3628.0799999994997,See next option,1,0,1,0,,,,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
5,1570441056289,07/10/2019 09:37:36,1570441055312,1,07/10/2019 10:37:35,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,3,C2,Zone3,timelimit_screen,3999.388000000001,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
6,1570441058539,07/10/2019 09:37:38,1570441057538,1,07/10/2019 10:37:37,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,4,D2,BEST,response_button_text,2212.0749999994587,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
7,1570441061497,07/10/2019 09:37:41,1570441060527,1,07/10/2019 10:37:40,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,25,lose,advancementZone,timelimit_screen,2999.7259999999987,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
8,1570441061560,07/10/2019 09:37:41,1570441060543,1,07/10/2019 10:37:40,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,1,29,next,content,timelimit_screen,16.666000000001077,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
9,1570441067575,07/10/2019 09:37:47,1570441066542,1,07/10/2019 10:37:46,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,3,2,1,instructions,advancementZone,timelimit_screen,5999.52,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1570441071512,07/10/2019 09:37:51,1570441070542,1,07/10/2019 10:37:50,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,2,1,C1,Zone3,timelimit_screen,3999.3350000000028,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
11,1570441075017,07/10/2019 09:37:55,1570441074038,1,07/10/2019 10:37:54,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,2,2,D1,Zone2,response_button_text,3484.5550000000003,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
12,1570441077995,07/10/2019 09:37:57,1570441077025,1,07/10/2019 10:37:57,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,2,25,lose,advancementZone,timelimit_screen,2999.7419999999984,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
13,1570441078058,07/10/2019 09:37:58,1570441077043,1,07/10/2019 10:37:57,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,2,29,next,content,timelimit_screen,16.66599999999744,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
14,1570441084073,07/10/2019 09:38:04,1570441083041,1,07/10/2019 10:38:03,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,5,3,1,instructions,advancementZone,timelimit_screen,5999.484000000004,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1570441088013,07/10/2019 09:38:08,1570441087041,1,07/10/2019 10:38:07,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,1,C1,Zone3,timelimit_screen,3999.2809999999954,,,0,1,0,,,1,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
16,1570441089647,07/10/2019 09:38:09,1570441088658,1,07/10/2019 10:38:08,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,2,D1,Zone3,response_button_text,1606.9449999995413,See next option,1,0,1,0,,,,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
17,1570441093618,07/10/2019 09:38:13,1570441092657,1,07/10/2019 10:38:12,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,3,C2,Zone3,timelimit_screen,3999.7419999999984,,,0,1,0,,,1,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
18,1570441095774,07/10/2019 09:38:15,1570441094804,1,07/10/2019 10:38:14,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,4,D2,BEST,response_button_text,2133.064999999988,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
19,1570441098776,07/10/2019 09:38:18,1570441097790,1,07/10/2019 10:38:17,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,26,5star,advancementZone,timelimit_screen,2999.875,,,0,1,0,,,1,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
20,1570441098839,07/10/2019 09:38:18,1570441097810,1,07/10/2019 10:38:17,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,8,3,29,next,content,timelimit_screen,16.66599999999744,,,0,1,0,,,1,,1,sequence,,,<strong>779</strong>,<strong>359.76</strong>,<strong>749.99</strong>,<strong>1139.99</strong>,<strong>1155</strong>,<strong>1253.99</strong>,<strong>795.99</strong>,<strong>744</strong>,<strong>431.76</strong>,<strong>723</strong>,,lose,5star,lose,lose,lose,lose,lose,lose,3star,1star,lose,lose,<strong>745.75</strong>,<strong>825.99</strong>,,Option2,Option9,Option10
21,1570441104764,07/10/2019 09:38:24,1570441103805,1,07/10/2019 10:38:23,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,7,4,1,instructions,advancementZone,timelimit_screen,5999.427000000003,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1570441108778,07/10/2019 09:38:28,1570441107804,1,07/10/2019 10:38:27,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,1,C1,Zone3,timelimit_screen,3999.0650000000023,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
23,1570441109918,07/10/2019 09:38:29,1570441108947,1,07/10/2019 10:38:28,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,2,D1,Zone3,response_button_text,1131.1599999999162,See next option,1,0,1,0,,,,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
24,1570441113911,07/10/2019 09:38:33,1570441112938,1,07/10/2019 10:38:32,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,3,C2,Zone3,timelimit_screen,3999.7079999999987,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
25,1570441114895,07/10/2019 09:38:34,1570441113925,1,07/10/2019 10:38:33,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,4,D2,lose,response_button_text,975.7700000000186,See next option,1,0,1,0,,,,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
26,1570441118880,07/10/2019 09:38:38,1570441117922,1,07/10/2019 10:38:37,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,5,C3,Zone3,timelimit_screen,3999.7890000000043,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
27,1570441119943,07/10/2019 09:38:39,1570441118968,1,07/10/2019 10:38:38,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,6,D3,lose,response_button_text,1034.4900000000052,See next option,1,0,1,0,,,,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
28,1570441123933,07/10/2019 09:38:43,1570441122955,1,07/10/2019 10:38:42,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,7,C4,Zone3,timelimit_screen,4000.0380000000005,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
29,1570441124654,07/10/2019 09:38:44,1570441123676,1,07/10/2019 10:38:43,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,8,D4,lose,response_button_text,711.5450000001147,See next option,1,0,1,0,,,,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
30,1570441128628,07/10/2019 09:38:48,1570441127669,1,07/10/2019 10:38:47,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,9,C5,Zone3,timelimit_screen,3999.488999999987,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
31,1570441129441,07/10/2019 09:38:49,1570441128462,1,07/10/2019 10:38:48,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,10,D5,BEST,response_button_text,780.7249999996129,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
32,1570441132409,07/10/2019 09:38:52,1570441131452,1,07/10/2019 10:38:51,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,26,5star,advancementZone,timelimit_screen,2999.9459999999963,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
33,1570441132456,07/10/2019 09:38:52,1570441131469,1,07/10/2019 10:38:51,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,14,4,29,next,content,timelimit_screen,16.66599999999744,,,0,1,0,,,1,,1,sequence,,,<strong>667</strong>,<strong>871.99</strong>,<strong>725.99</strong>,<strong>1155.99</strong>,<strong>551.76</strong>,<strong>1229.99</strong>,<strong>865.99</strong>,<strong>989.99</strong>,<strong>720</strong>,<strong>552</strong>,,1star,lose,lose,lose,5star,lose,lose,lose,lose,3star,lose,lose,<strong>1345</strong>,<strong>915</strong>,,Option5,Option10,Option1
34,1570441138497,07/10/2019 09:38:58,1570441137468,1,07/10/2019 10:38:57,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,9,5,1,instructions,advancementZone,timelimit_screen,5999.340000000011,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1570441142434,07/10/2019 09:39:02,1570441141468,1,07/10/2019 10:39:01,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,1,C1,Zone3,timelimit_screen,3999.278999999995,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
36,1570441143013,07/10/2019 09:39:03,1570441142055,1,07/10/2019 10:39:02,9869,6,task-3elb,,3154756,5aadb6d1811b2000016f75f7,871771,,complete,,5d9b06dd32715c00165c7dd2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1368x912,1368x802,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,5,2,D1,Zone3,response_button_text,575.3400000003312,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
